Card_ID,Dt_Customer,Recency,MntGroceries,MntStationery,MntHouseKeeping,MntWellness_&_Beauty,MntElectronics_&_Supplies,MntLimitedEdition,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Complain
10008366,9/9/2017,9,35,3,28,3,3,2,2,8,2,3,9,0,0,0,0,0,0
10008368,3/13/2019,12,15,0,4,0,0,4,1,6,2,3,5,0,0,0,0,0,0
10008369,3/1/2018,18,24,15,93,38,42,191,2,11,3,3,9,1,0,0,0,0,0
10008371,3/11/2018,67,4,1,2,4,3,3,1,6,2,3,5,0,0,0,0,0,0
10008373,9/23/2017,54,293,0,11,0,0,50,6,12,3,4,9,0,0,0,0,0,0
10008376,11/26/2017,39,58,3,47,12,14,29,3,9,2,4,8,0,0,0,0,0,0
10008377,9/17/2017,96,480,0,39,0,5,74,6,12,3,8,8,1,0,0,0,0,0
10008379,2/4/2019,24,3,11,11,16,3,18,1,8,2,3,7,0,0,0,0,0,0
10008382,8/8/2018,75,119,13,73,40,10,5,3,10,3,5,7,0,0,0,0,0,0
10008383,8/20/2018,66,442,11,,28,96,69,1,9,12,4,2,0,1,0,0,0,0
10008386,10/13/2018,29,213,4,28,5,5,99,1,10,4,4,5,0,0,0,0,0,0
10008387,8/18/2017,80,36,27,32,14,22,36,3,10,2,3,10,0,0,0,0,0,0
10008388,4/22/2018,84,197,8,36,10,3,23,3,9,3,6,3,0,0,0,0,0,0
10008392,2/24/2018,68,1635,17,,41,21,144,1,15,7,12,5,0,1,0,0,0,0
10008393,3/28/2019,31,154,17,172,29,29,8,6,9,5,7,4,0,0,0,0,0,0
10008397,5/9/2018,3,69,2,13,4,3,4,4,8,3,4,6,0,0,0,0,0,0
10008399,2/14/2018,5,531,22,218,74,46,238,2,13,5,11,6,1,0,0,0,0,0
10008400,3/25/2019,63,10,5,7,0,6,5,3,7,3,3,3,0,0,0,0,0,0
10008401,1/18/2018,37,71,0,13,4,3,6,4,9,2,4,7,0,0,0,0,0,0
10008403,7/25/2018,92,226,3,199,18,4,52,5,13,3,6,7,0,0,0,0,0,0
10008408,12/29/2018,38,921,25,507,0,30,15,1,13,10,4,4,0,0,1,0,0,0
10008409,5/23/2018,24,550,4,21,0,0,40,1,15,3,6,8,0,1,0,0,0,0
10008410,6/20/2018,45,6,14,29,18,15,59,4,9,3,3,8,0,0,0,0,0,0
10008411,1/12/2019,10,68,116,112,17,6,14,1,9,3,8,2,0,0,0,0,0,0
10008412,11/18/2018,82,1239,83,513,20,100,20,0,11,12,10,2,0,1,1,1,1,0
10008414,12/1/2018,58,362,3,76,9,0,116,2,13,6,3,7,0,0,0,0,0,0
10008415,11/26/2018,40,20,1,6,0,2,8,2,7,2,4,4,0,0,0,0,0,0
10008419,5/7/2018,74,860,26,128,21,21,64,4,12,9,10,4,0,0,0,0,0,0
10008423,8/8/2017,45,1293,107,513,107,86,64,1,14,7,4,4,0,0,0,0,0,0
10008424,4/1/2018,89,2,6,3,9,0,9,2,7,2,3,8,0,0,0,0,0,0
10008425,11/4/2018,69,248,10,74,28,33,86,6,10,3,8,6,0,0,0,0,0,0
10008428,8/29/2017,38,201,13,199,80,16,84,2,13,5,5,8,0,0,0,0,0,0
10008429,3/30/2019,93,17.1,0,3.6,0.4,2.2,4.6,0,1,0,0,1,0,0,0,0,0,0
10008431,4/9/2019,13,32,1,30,0,0,3,3,9,2,4,5,0,0,0,0,0,0
10008434,10/6/2018,3,24,2,24,8,0,34,2,8,3,2,6,1,0,0,0,0,0
10008436,12/5/2018,19,218,21,76,36,4,116,1,9,5,6,3,0,0,0,0,0,0
10008438,7/30/2018,57,1334,28,263,17,17,101,1,12,7,10,3,0,1,1,1,0,0
10008439,8/13/2018,51,88,0,11,0,0,38,4,9,3,3,8,1,0,0,0,0,0
10008441,1/5/2019,91,1114,64,546,77,77,20,1,11,4,7,1,0,1,0,1,1,0
10008442,12/26/2018,22,615,25,409,92,107,215,1,9,7,11,1,0,0,1,0,0,0
10008448,8/15/2017,9,600,5,29,0,6,116,6,12,4,9,7,0,0,0,0,0,0
10008449,7/4/2018,87,30,5,21,6,0,28,3,9,2,3,7,0,0,0,0,0,0
10008450,6/2/2019,47,3,4,11,2,3,23,3,7,3,3,4,0,0,0,0,0,0
10008451,2/26/2019,43,4,2,16,3,2,6,1,7,2,3,4,0,0,0,0,0,0
10008452,9/10/2018,38,426,30,195,83,166,36,4,15,7,7,5,0,0,0,0,0,0
10008453,6/16/2019,10,6,0,4,0,0,2,1,7,2,2,7,0,0,0,0,0,0
10008454,12/21/2017,96,1287,39,852,71,47,71,1,10,9,9,2,0,0,1,0,0,0
10008456,6/4/2018,69,1034,138,508,56,36,74,1,12,7,12,3,0,1,0,1,0,0
10008459,8/8/2018,8,380,58,178,70,62,162,1,12,11,4,5,0,0,0,0,0,0
10008460,8/18/2018,91,386,45,319,36,92,27,1,8,5,6,1,0,0,0,0,0,0
10008461,11/26/2017,48,86.2,0.8,11.9,0,0,12,0,2,1,0,11,1,0,0,1,0,0
10008468,9/8/2018,98,46,9,21,15,11,33,1,8,2,4,7,0,0,0,0,0,0
10008469,5/3/2019,31,146,24,137,22,18,51,1,10,3,7,2,0,0,0,0,0,0
10008470,9/10/2018,53,424,23,197,21,21,14,1,12,4,10,5,0,0,0,0,0,0
10008471,6/5/2019,65,615,12,60,15,15,144,1,13,6,7,5,0,0,0,0,0,0
10008473,11/24/2017,7,3,0,,5,2,2,1,7,2,2,8,0,0,0,0,0,0
10008475,8/10/2018,92,120,2,141,21,9,12,4,11,3,5,8,0,0,0,0,0,0
10008477,12/10/2018,0,168,4,68,0,16,5,2,9,3,6,4,0,0,0,0,0,0
10008479,8/27/2017,21,150,17,58,3,23,36,4,11,3,4,8,1,0,0,0,0,0
10008480,2/5/2018,95,2,5,16,5,23,23,1,8,2,3,7,0,0,0,0,0,0
10008484,7/11/2018,75,3,5,6,2,2,15,1,7,3,2,8,0,0,0,0,0,0
10008486,1/27/2018,94,4,1,5,4,5,11,2,7,2,3,4,0,0,0,0,0,0
10008487,1/18/2019,37,424,14,96,29,5,46,1,11,4,9,3,0,0,0,0,0,0
10008489,10/18/2018,17,17,2,33,8,3,4,1,8,2,4,5,0,0,0,0,0,0
10008491,5/12/2018,10,388,22,87,0,21,106,4,13,5,5,6,0,0,0,0,0,0
10008494,7/22/2018,52,404,3,38,9,4,60,5,12,4,6,6,0,0,0,0,0,0
10008496,4/4/2018,27,668,0,46,0,0,6,4,14,4,8,7,0,0,0,0,0,0
10008498,9/14/2017,16,103.7,0,9.5,0,0,11.6,0,2,0,1,1,1,0,0,0,0,0
10008500,3/22/2018,31,270,3,57,26,4,11,5,10,4,6,4,0,0,0,0,0,0
10008502,4/29/2018,74,1143,12,199,44,15,15,2,11,6,9,3,0,0,0,0,0,0
10008504,6/9/2018,36,396,3,61,4,4,38,8,11,3,8,5,0,0,0,0,0,0
10008505,5/17/2019,68,9,2,10,2,0,3,2,7,2,3,4,0,0,0,0,0,0
10008506,3/23/2018,80,34,3,14,4,4,12,1,8,2,3,6,0,0,0,0,0,0
10008507,6/5/2018,85,27,1,11,2,0,0,2,7,2,3,8,0,0,0,0,0,0
10008511,3/6/2018,60,602,116,993,60,120,80,1,10,8,5,2,0,0,0,0,0,0
10008513,1/3/2019,75,225,81,164,23,52,110,1,8,4,12,1,0,0,0,0,0,0
10008514,10/20/2018,44,74,14,50,11,60,44,4,10,3,4,6,0,0,0,0,0,0
10008516,12/23/2017,5,16.5,3.4,13.9,2.1,282.6,379,0,23,0,0,1,0,0,0,0,0,0
10008517,9/24/2018,6,84,6,76,2,4,4,3,9,3,4,7,0,0,0,0,0,0
10008520,4/22/2019,10,274,76,352,82,82,64,1,8,5,6,1,0,0,0,0,0,0
10008521,9/17/2018,28,378,4,69,38,38,176,2,13,3,7,5,0,0,0,0,0,0
10008523,12/30/2017,6,20,36,24,18,75,130,1,10,3,3,8,0,0,0,0,0,0
10008526,7/11/2018,31,18,0,3,0,0,2,1,7,2,2,6,0,0,0,0,0,0
10008528,1/20/2018,54,789,15,656,74,220,165,1,9,8,4,1,0,1,0,0,0,0
10008535,11/14/2018,5,1047,25,296,46,92,15,1,16,9,12,5,0,1,0,0,0,0
10008536,7/11/2018,27,38,2,5,0,2,8,1,7,2,3,5,0,0,0,0,0,0
10008540,8/2/2017,5,1492,93,981,28,112,112,1,13,9,12,4,0,1,1,1,0,1
10008542,7/11/2018,58,4,8,11,15,8,34,2,7,3,3,4,0,0,0,0,0,0
10008545,8/26/2018,59,478,23,616,27,71,159,1,10,7,13,1,0,0,1,0,0,0
10008546,3/21/2019,17,125,2,14,2,2,17,1,8,3,4,4,0,0,0,0,0,0
10008548,8/14/2018,61,39,2,36,6,2,14,2,8,3,3,5,0,0,0,0,0,0
10008551,9/14/2018,58,678,24,183,59,29,70,3,12,6,12,3,0,0,0,0,0,0
10008553,8/18/2017,24,69,20,26,14,6,27,3,9,2,4,8,0,0,0,0,0,0
10008554,12/8/2017,18,545,194,117,29,26,52,1,11,6,4,2,0,0,0,0,0,0
10008556,2/14/2018,61,390,191,1011,30,28,114,1,13,5,9,3,0,0,0,0,0,0
10008561,5/19/2019,71,386,0,228,6,12,59,2,9,7,9,1,0,0,0,0,0,0
10008562,3/19/2019,6,502,19,534,23,11,34,1,8,8,6,1,0,0,0,1,0,0
10008563,11/14/2017,52,1252,64,300,96,173,39,2,9,6,7,6,0,0,1,0,0,0
10008565,8/17/2018,48,215,2,71,35,21,70,1,11,3,6,5,0,0,0,0,0,0
10008567,12/13/2018,94,437,16,148,20,6,32,4,13,4,8,5,0,0,0,0,0,0
10008568,4/27/2019,92,94,0,9,0,3,5,1,8,2,4,7,0,0,0,0,0,0
10008569,12/22/2018,64,10,3,15,0,3,5,1,7,2,3,5,0,0,0,0,0,0
10008570,9/19/2018,4,854,36,239,159,116,202,3,13,6,7,4,0,1,0,1,0,0
10008572,9/13/2018,62,14,8,,15,6,9,2,8,3,3,5,0,0,0,0,0,0
10008573,9/7/2017,84,340,166,118,179,20,34,2,13,7,13,5,0,0,0,0,0,0
10008575,3/30/2019,54,771,14,54,0,9,69,1,15,4,9,5,0,0,0,0,0,0
10008578,8/30/2017,81,1215,126,882,126,76,76,1,9,9,12,7,0,0,0,0,0,0
10008579,4/15/2019,11,56,1,15,2,2,29,2,8,3,3,7,1,0,0,0,0,0
10008582,9/25/2017,22,555,96,237,26,104,26,2,12,6,6,3,0,0,0,0,0,0
10008583,6/16/2019,87,383,16,212,6,20,138,3,11,5,9,4,0,0,0,0,0,0
10008586,9/15/2017,94,82,6,42,3,8,50,2,8,4,3,7,0,0,0,0,0,0
10008587,1/3/2018,89,8,4,28,14,15,16,2,8,3,3,7,0,0,0,0,0,0
10008591,3/20/2018,32,322,16,174,20,105,86,7,13,4,8,7,0,0,0,0,0,0
10008593,6/10/2018,30,24,2,79,18,10,35,2,9,2,4,6,0,0,0,0,0,0
10008594,3/31/2019,62,68,0,16,0,0,3,3,9,2,3,7,0,0,0,0,0,0
10008596,8/31/2017,31,74,7,77,8,8,72,3,10,3,3,9,0,0,0,0,0,0
10008598,10/21/2017,61,1232,0,113,0,0,110,2,13,6,6,6,0,1,0,1,0,0
10008599,12/16/2017,61,236,25,668,62,21,58,1,10,8,7,2,0,0,0,0,0,0
10008601,9/30/2017,27,726,91,439,0,54,246,2,9,8,8,3,0,0,0,0,0,0
10008603,5/30/2018,94,188,11,114,21,6,75,1,11,4,5,4,0,0,0,0,0,0
10008608,12/10/2018,5,98,2,28,4,4,20,3,9,3,3,7,0,0,0,0,0,0
10008612,1/5/2018,3,5,0,16,5,5,6,1,7,2,3,6,0,0,0,0,0,0
10008614,6/9/2018,64,1170,29,488,17,17,35,1,10,7,13,2,0,0,0,1,0,0
10008615,1/22/2018,36,1318,12,93,0,15,72,12,14,4,8,9,0,1,1,1,1,0
10008617,3/29/2018,91,1215,80,548,0,20,212,2,17,6,9,5,0,0,0,1,0,0
10008618,4/27/2018,83,1136,16,565,77,77,39,1,10,8,4,2,0,0,0,1,0,0
10008619,6/6/2018,92,605,23,124,82,44,36,1,16,8,9,3,0,0,1,0,0,0
10008620,6/22/2018,39,884,81,124,48,62,74,3,9,4,10,7,0,0,1,0,0,0
10008622,1/4/2019,7,713,134,865,30,161,69,0,11,8,8,1,0,0,1,0,0,0
10008625,4/25/2018,9,677,0,706,46,46,46,1,10,8,9,3,0,0,0,0,0,0
10008626,5/29/2018,0,256,9,84,4,4,36,3,11,4,5,7,0,0,0,0,0,0
10008627,5/29/2018,52,1007,10,228,26,26,105,11,9,7,8,8,0,0,0,0,0,0
10008629,2/15/2019,37,10,3,24,3,0,15,2,8,2,3,7,0,0,0,0,0,0
10008630,11/18/2018,93,24,1,7,2,3,16,2,8,3,2,7,0,0,0,0,0,0
10008631,5/4/2019,66,1114,96,93,44,87,29,1,13,6,7,3,0,1,1,0,0,0
10008632,9/13/2018,55,222,29,312,196,209,275,1,9,6,9,1,0,0,1,0,0,0
10008633,6/25/2018,39,311,3,40,4,0,98,4,12,3,5,6,0,0,0,0,0,0
10008634,12/12/2018,61,364,3,38,4,4,50,4,10,3,8,4,0,0,0,0,0,0
10008636,4/19/2018,32,330,0,95,9,28,80,5,12,5,5,8,0,0,0,0,0,0
10008637,4/5/2018,43,1250,0,48,0,0,26,4,8,4,12,7,0,1,1,0,0,0
10008641,11/25/2017,5,95,13,106,10,27,23,5,11,3,4,9,0,0,0,0,0,0
10008642,12/24/2018,16,545,28,354,68,102,34,1,9,6,7,1,0,0,0,0,0,0
10008645,6/25/2018,74,418,8,62,16,5,110,3,11,5,7,4,0,0,0,0,0,0
10008647,9/28/2017,7,80,6,68,9,11,23,3,9,3,4,7,0,0,0,0,0,0
10008649,11/27/2018,35,1532,21,856,52,52,52,1,10,13,8,6,0,0,0,1,0,0
10008651,12/14/2018,4,53,1,15,2,0,8,2,9,2,3,7,0,0,0,0,0,0
10008652,8/28/2017,84,418,4,87,5,0,53,2,13,3,7,6,0,0,0,0,0,0
10008654,1/14/2018,86,20.9,2.6,58.2,6.3,315,6.3,0,1,0,1,0,1,0,1,1,0,0
10008656,7/12/2018,85,15,5,28,0,11,36,2,7,3,3,5,0,0,0,0,0,0
10008659,8/1/2018,46,12,0,6,2,0,4,1,7,2,2,7,0,0,0,0,0,0
10008660,2/11/2019,74,198,0,22,2,0,9,1,9,3,5,4,0,0,0,0,0,0
10008661,7/7/2018,57,15,0,7,0,0,3,2,7,2,3,5,0,0,0,0,0,0
10008662,3/17/2018,82,71,5,22,8,0,4,2,8,2,4,7,0,0,0,0,0,0
10008664,4/17/2019,78,714,19,285,46,58,34,3,15,5,12,3,0,0,0,0,0,0
10008666,5/18/2019,2,248,15,170,14,4,38,3,10,4,8,4,0,0,0,0,0,0
10008668,5/17/2019,49,35,1,25,2,11,3,1,7,2,4,2,0,0,0,0,0,0
10008669,12/11/2018,23,474,73,821,141,141,88,1,12,13,5,2,0,0,1,0,0,0
10008670,9/28/2017,39,484,32,164,54,23,210,4,12,4,11,5,0,0,0,0,0,0
10008672,7/18/2018,76,3,3,5,10,5,21,1,7,3,2,8,0,0,0,0,0,0
10008676,9/23/2017,31,934,44,549,88,88,176,2,9,6,5,7,0,0,0,0,0,0
10008680,7/30/2018,37,207,12,70,3,0,30,1,11,3,5,6,0,0,0,0,0,0
10008683,1/24/2019,28,27,2,35,6,5,6,1,8,2,3,7,0,0,0,0,0,0
10008684,9/13/2017,24,557,113,281,102,34,45,6,15,5,12,6,0,0,0,0,0,0
10008686,6/10/2019,62,34,0,13,0,0,3,1,7,2,3,7,0,0,0,0,0,0
10008687,1/22/2019,79,162,9,43,4,0,9,1,8,4,5,2,0,0,0,0,0,0
10008688,5/9/2018,12,28,6,30,18,3,11,2,8,3,3,8,0,0,0,0,0,0
10008690,5/24/2019,58,710,57,241,46,57,23,1,9,4,9,6,0,0,0,0,0,0
10008691,4/21/2019,35,3,1,6,2,3,3,1,6,2,3,4,0,0,0,0,0,0
10008693,8/20/2017,54,533,32,127,8,54,262,4,15,6,6,7,0,0,0,0,0,0
10008694,3/13/2019,59,692,7,127,17,9,9,2,13,6,9,6,0,1,0,0,0,0
10008696,5/6/2019,31,10,0,10,9,5,3,1,7,2,3,5,0,0,0,0,0,0
10008697,8/19/2018,0,742,28,210,92,46,114,2,12,5,5,4,0,0,0,0,0,0
10008698,8/29/2018,52,310,6,264,36,72,34,5,14,7,5,7,1,0,0,0,0,0
10008701,4/18/2019,16,861,73,612,52,88,35,1,11,7,12,2,0,0,0,0,0,0
10008703,10/5/2018,11,12,7,21,8,3,26,2,8,4,2,6,0,0,0,0,0,0
10008705,6/11/2019,54,9,4,15,4,0,3,3,9,2,3,6,0,0,0,0,0,0
10008710,5/22/2019,10,3,3,7,4,0,0,1,7,2,2,6,0,0,0,0,0,0
10008712,6/10/2019,76,93,0,14,0,0,8,3,9,2,3,8,1,0,0,0,0,0
10008713,8/11/2017,26,77,3,51,2,2,4,4,9,3,3,9,0,0,0,0,0,0
10008714,11/10/2017,87,17,31,35,3,46,9,4,10,2,3,9,0,0,0,0,0,0
10008718,3/12/2018,64,1604,16,294,20,40,51,2,15,8,10,5,1,0,1,0,0,0
10008721,12/16/2018,81,220,0,36,0,3,36,4,10,4,4,6,0,0,0,0,0,0
10008722,9/11/2018,27,100,0,4,0,2,6,1,7,3,4,4,0,0,0,0,0,0
10008723,12/17/2017,20,53,0,18,3,2,16,2,8,2,3,7,0,0,0,0,0,0
10008727,3/10/2018,76,48,15,24,14,3,24,2,7,3,4,5,0,0,0,0,0,0
10008729,3/5/2019,71,100,0,6,0,0,8,1,9,2,3,7,0,0,0,0,0,0
10008731,7/13/2018,31,68,2,27,4,4,35,3,7,4,3,4,0,0,0,0,0,0
10008733,10/15/2017,85,995,138,474,56,111,18,1,10,8,13,2,0,0,0,0,0,0
10008734,7/7/2018,59,882,40,202,48,24,36,2,15,5,13,6,0,0,0,0,0,0
10008735,8/5/2018,29,226,2,24,3,3,57,2,9,3,6,5,0,0,0,0,0,0
10008736,2/19/2018,73,132,4,37,2,4,39,2,9,3,4,5,0,0,0,0,0,0
10008737,10/3/2017,7,890,28,168,23,11,69,10,8,4,10,9,0,0,0,0,0,0
10008738,11/26/2018,3,1234,13,279,16,32,96,7,15,9,4,3,0,1,1,0,0,0
10008742,5/22/2018,7,66,1,13,0,2,5,4,9,3,3,7,0,0,0,0,0,0
10008749,4/12/2019,34,16,0,4,0,0,2,1,7,2,2,6,0,0,0,0,0,0
10008752,3/30/2018,69,519,79,376,164,164,204,2,14,7,4,4,0,0,0,0,0,0
10008753,10/7/2017,94,1583,18,347,156,66,134,1,8,7,11,6,0,0,0,0,0,0
10008757,12/21/2018,2,587,122,133,122,147,48,1,10,5,4,2,0,0,1,0,0,0
10008761,8/8/2018,9,177.4,1.9,44.4,0,2.3,0,0,1,1,1,0,0,1,1,0,0,0
10008762,11/23/2017,15,89,0,47,2,2,8,2,8,3,4,7,0,0,0,0,0,0
10008763,12/31/2018,60,23,7,21,0,2,29,1,8,3,2,7,0,0,0,0,0,0
10008764,10/29/2018,64,1076,96,581,77,20,39,1,10,11,11,2,0,0,0,0,0,0
10008765,11/2/2017,99,183,59,326,23,95,142,4,15,7,6,7,0,0,0,0,0,0
10008766,11/24/2018,87,534,37,395,90,34,22,1,8,6,8,1,0,0,0,0,0,0
10008767,10/19/2017,3,387,3,56,4,4,51,5,13,3,6,8,0,0,0,0,0,0
10008770,7/26/2018,23,26,0,21,3,3,3,2,8,2,3,8,0,0,0,0,0,0
10008771,6/8/2019,59,264,5,28,3,3,21,1,10,3,6,3,0,0,0,0,0,0
10008772,10/17/2017,16,33,1,16,4,2,26,2,8,2,3,8,0,0,0,0,0,0
10008775,11/25/2017,51,52,17.3,66.8,5,253.8,5.2,0,26,0,1,0,0,0,1,0,0,0
10008776,11/12/2018,56,608,23,608,41,41,14,1,9,7,9,1,0,0,0,0,0,0
10008778,9/9/2017,54,246,20,52,21,3,68,6,11,4,5,5,0,0,0,0,0,0
10008784,12/25/2018,30,470,18,192,22,0,137,4,12,10,4,4,0,0,0,0,0,0
10008787,1/13/2019,25,1236,14,388,0,17,51,1,9,8,12,1,0,0,1,0,0,0
10008788,4/1/2018,34,6,3,5,4,2,3,1,6,2,3,5,0,0,0,0,0,0
10008791,3/7/2019,78,686,53,475,12,26,52,1,9,8,7,1,0,0,0,0,0,0
10008792,8/30/2017,43,738,7,71,17,17,69,9,16,6,6,8,0,0,0,0,0,0
10008794,8/23/2017,90,1419,33,439,20,40,20,1,12,13,8,4,0,0,1,0,0,0
10008795,12/8/2018,50,18,3,8,0,2,2,1,7,2,3,6,0,0,0,0,0,0
10008797,7/11/2018,64,106,8,169,42,10,81,5,12,3,5,7,0,0,0,0,0,0
10008799,11/30/2017,61,110,65,58,9,53,34,3,9,4,6,5,0,0,0,0,0,0
10008802,12/7/2018,40,83.2,7.9,12,7.1,229.5,360.1,0,25,1,1,0,0,1,0,1,0,0
10008805,11/16/2017,29,5,5,18,10,8,41,1,7,3,2,6,0,0,0,0,0,0
10008819,3/28/2018,70,323,3,61,12,12,50,5,12,4,5,8,0,0,0,0,0,1
10008820,3/14/2018,2,3,8,10,8,6,11,1,7,2,3,5,0,0,0,0,0,0
10008821,2/19/2019,17,934,40,502,81,0,194,1,10,13,5,1,1,0,0,0,0,0
10008822,9/8/2017,14,9,0,7,2,2,5,1,7,2,2,9,0,0,0,0,0,0
10008823,12/19/2018,51,8,20,29,22,24,56,3,9,2,4,7,0,0,0,0,0,0
10008827,12/17/2018,64,76,4,40,44,12,9,1,8,3,5,3,0,0,0,0,0,0
10008829,3/25/2019,63,6,0,5,0,0,2,1,7,2,2,8,0,0,0,0,0,0
10008831,3/6/2019,7,2,9,9,2,14,27,2,8,2,3,7,0,0,0,0,0,0
10008834,2/2/2018,24,1700,57,400,46,46,23,1,10,9,8,2,0,1,0,0,0,0
10008836,12/14/2017,67,902,38,463,60,15,55,2,11,9,7,7,1,0,0,0,0,0
10008837,9/1/2018,2,275,7,154,9,4,14,7,11,3,8,7,0,0,0,0,0,0
10008838,2/5/2018,0,639,25,93,8,8,108,9,8,3,6,9,0,0,0,0,0,0
10008839,7/22/2018,51,9,6,2,2,5,2,1,6,2,3,7,0,0,0,0,0,0
10008840,3/31/2019,39,38,2,8,2,4,21,1,8,2,3,4,0,0,0,0,0,0
10008849,11/14/2017,34,282,65,181,46,59,33,4,13,5,7,6,0,0,0,0,0,0
10008851,6/20/2018,18,390,0,50,,4,41,10,13,3,6,8,0,1,0,0,0,0
10008855,9/13/2017,24,45,5,62,11,10,6,2,9,2,4,7,0,0,0,0,0,0
10008857,10/31/2018,6,424,5,76,58,70,83,3,12,6,7,7,0,0,0,0,0,0
10008859,6/27/2019,54,747,7,136,9,9,0,2,13,4,12,4,0,0,0,0,0,0
10008864,12/25/2018,11,347,10,180,20,78,170,1,12,4,9,5,1,0,0,0,0,0
10008867,8/23/2017,60,18,1,15,4,2,5,1,7,2,3,4,0,0,0,0,0,0
10008869,9/8/2018,60,8,0,3,2,0,2,1,7,2,2,5,0,0,0,0,0,0
10008873,8/30/2017,11,874,108,227,0,39,156,1,16,5,13,7,0,0,0,0,0,0
10008874,2/28/2018,30,5,0,8,2,0,11,1,7,2,2,7,0,0,0,0,0,0
10008877,8/17/2017,65,99,5,91,4,9,11,5,9,4,4,7,0,0,0,0,0,0
10008878,2/22/2019,77,761,66,717,28,100,140,1,13,7,13,2,0,0,1,1,0,0
10008882,12/22/2018,77,730,6,43,8,0,95,1,16,5,6,6,0,1,0,0,0,0
10008883,3/11/2018,55,51,0,21,2,0,10,2,8,2,3,8,0,0,0,0,0,0
10008884,8/2/2017,66,1448,55,490,155,22,22,1,8,6,12,1,0,0,1,0,0,0
10008886,2/12/2018,70,9,1,4,0,2,5,1,7,2,2,7,0,0,0,0,0,0
10008887,4/12/2018,75,393,9,,126,138,46,1,13,9,10,4,0,0,0,0,0,0
10008888,9/12/2017,1,596,36,507,174,72,15,3,10,10,6,3,0,0,0,0,0,0
10008890,11/5/2018,23,0,2,3,6,0,9,1,7,2,2,7,0,0,0,0,0,0
10008892,4/10/2018,24,14,9,,16,23,44,1,9,3,2,8,0,0,0,0,0,0
10008893,11/28/2018,99,14,11,42,16,23,4,2,9,2,4,7,0,0,0,0,0,0
10008897,5/26/2018,97,153,1,62,0,2,38,3,10,4,3,7,1,0,0,0,0,0
10008898,10/27/2018,98,1258,99,458,100,20,200,1,10,5,8,2,0,0,1,1,0,0
10008899,5/24/2019,87,236,11,88,6,6,6,1,9,4,7,2,0,0,0,0,0,0
10008902,5/21/2019,14,1024,37,919,66,89,245,1,11,8,7,1,0,1,1,1,0,0
10008903,9/2/2017,91,180,66,304,58,72,209,3,15,4,7,8,0,0,0,0,0,0
10008904,4/25/2019,94,50,0,19,3,2,20,2,7,3,3,3,0,0,0,0,0,0
10008905,4/19/2019,3,1056,0,84,0,0,23,3,17,5,10,7,0,1,0,1,1,0
10008909,1/24/2019,41,1096,26,414,16,32,16,1,9,8,11,1,0,1,1,0,0,0
10008910,5/3/2019,96,56,4,18,0,4,27,3,8,3,3,5,0,0,0,0,0,0
10008911,6/30/2018,13,44,0,16,2,0,17,2,8,2,3,8,0,0,0,0,0,0
10008912,12/28/2017,50,735,0,126,171,171,147,1,13,10,6,2,0,0,0,0,0,0
10008913,4/5/2018,99,1.8,1.1,2.6,0.9,306.9,1.7,0,1,0,0,1,0,0,0,0,0,0
10008914,9/14/2018,67,294,17,172,10,21,16,1,10,4,9,3,0,0,0,0,0,0
10008915,11/21/2018,83,56,4,40,2,3,2,1,8,2,4,5,0,0,0,0,0,0
10008917,10/27/2017,26,68,3,48,9,6,21,3,8,3,4,5,0,0,0,0,0,0
10008918,10/24/2018,47,214,3,94,65,80,70,2,9,5,8,2,0,0,0,0,0,0
10008921,3/14/2018,71,112,6,183,66,29,29,1,11,3,7,6,0,0,0,0,0,0
10008922,2/26/2018,99,3,5,16,3,3,12,2,7,2,3,8,0,0,0,0,0,0
10008923,9/23/2018,22,16,0,6,0,0,0,1,6,2,3,4,0,0,0,0,0,0
10008927,10/4/2018,81,9,12,31,15,5,23,3,9,3,3,8,0,0,0,0,0,0
10008928,3/30/2019,43,340,7,50,4,12,177,2,11,6,4,4,1,0,0,0,0,0
10008929,12/10/2017,50,110,1,29,2,2,12,3,10,3,2,9,1,0,0,0,0,0
10008932,2/1/2018,10,57,7,30,15,27,53,3,8,3,4,6,0,0,0,0,0,0
10008933,8/4/2018,60,1674,17,373,0,42,86,2,15,7,13,8,0,1,0,0,0,0
10008934,1/11/2018,69,273,68,739,82,123,260,1,11,6,8,1,0,0,0,0,0,0
10008940,11/25/2018,13,564,0,60,6,6,58,3,12,4,9,5,0,0,0,0,0,0
10008944,3/14/2018,94,1799,0,796,25,186,124,0,11,10,7,2,0,0,1,1,0,0
10008945,10/20/2018,18,282,4,196,5,10,110,4,13,7,3,7,0,0,0,0,0,0
10008947,1/17/2019,23,294,3,141,4,4,122,3,11,8,3,4,0,1,0,0,0,0
10008948,11/16/2017,69,101,26,194,41,74,216,3,14,5,3,8,0,0,0,0,0,0
10008950,10/10/2017,68,471,5,190,,21,39,8,14,7,5,8,0,0,0,0,0,0
10008951,10/15/2018,84,96,4,51,0,21,3,5,8,3,5,6,0,0,0,0,0,0
10008952,5/11/2018,1,9,1,7,0,4,4,1,6,2,3,4,0,0,0,0,0,0
10008954,6/21/2018,19,20,3,14,,2,17,2,7,3,2,6,0,0,0,0,0,0
